,age,sex,education,income,east-west,happiness,health,lived_abroad,orientation,orientation_cat
517,66,Male,4,2700,West,9,3,No,2,Left
518,31,Male,4,2950,West,8,5,No,5,Center-Right
519,63,Female,3,700,West,10,4,No,2,Left
520,27,Female,5,400,East,8,2,No,5,Center-Right
521,73,Male,2,1000,West,6,2,No,6,Center-Right
522,75,Male,3,2300,West,7,2,No,6,Center-Right
523,24,Male,2,1300,West,8,4,No,11,Right
524,74,Male,2,1050,West,4,2,No,6,Center-Right
525,53,Male,2,2200,East,6,4,No,6,Center-Right
526,42,Male,5,2875,West,8,3,No,3,Center-Left
527,31,Male,3,1000,East,7,4,Yes,9,Right
528,49,Female,5,1700,West,8,3,No,2,Left
529,57,Female,5,2125,West,9,5,No,2,Left
530,28,Male,5,1550,East,8,5,No,2,Left
531,23,Male,3,1500,West,9,5,No,6,Center-Right
532,35,Female,3,1000,East,7,4,No,1,Left
533,33,Female,3,1050,East,9,2,No,11,Right
534,78,Female,3,680,West,10,3,No,6,Center-Right
535,21,Female,3,800,West,9,2,No,3,Center-Left
536,75,Male,5,1300,East,8,4,No,6,Center-Right
537,45,Male,3,1550,East,7,3,No,1,Left
538,68,Male,5,3000,West,8,3,No,6,Center-Right
539,24,Female,5,550,West,6,5,No,2,Left
540,45,Male,3,2375,East,9,4,Yes,6,Center-Right
541,70,Male,2,638,East,8,3,No,1,Left
542,49,Male,3,2200,West,8,3,No,5,Center-Right
543,54,Female,3,2000,East,8,4,No,6,Center-Right
544,40,Male,5,2500,West,8,4,Yes,5,Center-Right
545,47,Female,3,1220,East,8,4,No,3,Center-Left
546,83,Male,5,2300,West,8,4,No,1,Left
547,74,Male,2,1450,West,4,4,No,9,Right
548,28,Male,5,2800,East,8,5,No,6,Center-Right
549,73,Female,2,960,East,9,4,No,6,Center-Right
550,77,Female,2,440,West,5,3,No,6,Center-Right
551,50,Female,5,3500,West,8,3,No,6,Center-Right
552,65,Male,2,1650,West,7,3,No,3,Center-Left
553,74,Female,3,813,West,10,5,No,6,Center-Right
554,52,Female,5,1313,West,9,4,No,6,Center-Right
555,20,Male,2,440,East,7,4,No,9,Right
556,35,Male,4,1500,East,8,3,No,9,Right
557,44,Female,5,1200,West,9,4,Yes,6,Center-Right
558,65,Female,3,1300,East,8,3,No,5,Center-Right
559,53,Female,5,1000,West,9,2,No,6,Center-Right
560,78,Male,2,1950,East,10,3,No,9,Right
561,21,Female,5,800,West,8,5,No,6,Center-Right
562,68,Male,2,1189,East,5,5,No,6,Center-Right
563,19,Male,3,478,East,9,5,No,2,Left
564,44,Female,2,450,East,5,4,No,9,Right
565,47,Female,2,1000,West,1,3,No,3,Center-Left
566,59,Female,2,1625,West,8,5,No,6,Center-Right
567,71,Male,5,1200,East,7,4,Yes,1,Left
568,40,Male,5,3000,West,8,4,No,2,Left
569,78,Male,2,960,East,6,3,No,6,Center-Right
570,22,Female,5,1200,West,9,5,No,2,Left
571,20,Male,3,450,West,9,4,No,1,Left
572,62,Female,4,2750,West,8,4,No,2,Left
573,61,Female,3,1875,East,9,5,No,3,Center-Left
574,34,Female,3,1063,West,5,3,No,3,Center-Left
575,32,Female,5,950,West,8,4,Yes,2,Left
576,59,Male,2,620,East,6,1,No,5,Center-Right
577,46,Female,3,800,West,9,4,No,5,Center-Right
578,48,Female,3,2300,East,6,2,No,6,Center-Right
579,50,Female,3,650,West,8,3,No,6,Center-Right
580,78,Male,2,3000,West,10,3,No,3,Center-Left
581,18,Female,3,580,West,7,3,No,9,Right
582,77,Male,3,1200,East,5,2,No,3,Center-Left
583,48,Female,5,1500,West,7,4,No,6,Center-Right
584,43,Female,3,2400,East,8,4,No,6,Center-Right
585,82,Female,2,1200,East,6,3,No,3,Center-Left
586,30,Male,3,2600,West,8,3,No,6,Center-Right
587,65,Female,2,1000,West,8,3,Yes,9,Right
588,77,Female,2,1000,West,9,4,No,5,Center-Right
589,77,Male,3,1100,East,8,3,Yes,3,Center-Left
590,54,Female,5,1000,West,5,2,No,1,Left
591,75,Male,3,970,East,6,3,No,1,Left
592,65,Female,3,850,East,9,4,No,3,Center-Left
593,49,Female,5,1313,West,10,5,No,6,Center-Right
594,46,Male,2,2000,West,9,4,No,9,Right
595,64,Male,5,755,West,10,4,Yes,1,Left
596,73,Male,3,860,East,5,2,No,3,Center-Left
597,69,Female,2,1800,West,9,4,Yes,3,Center-Left
598,74,Male,3,850,West,10,2,No,3,Center-Left
599,61,Female,3,500,East,8,2,No,6,Center-Right
600,43,Female,2,400,West,8,2,No,3,Center-Left
601,44,Male,3,1200,East,6,3,No,4,Center-Left
602,29,Male,3,1438,East,6,3,No,3,Center-Left
603,33,Female,4,827,East,9,4,No,4,Center-Left
604,42,Male,3,2500,West,8,3,No,2,Left
605,39,Male,5,2300,East,8,4,No,2,Left
606,42,Female,5,364,West,7,1,Yes,9,Right
607,74,Female,2,580,East,6,4,No,3,Center-Left
608,34,Female,5,2800,West,8,4,No,3,Center-Left
609,26,Female,3,500,West,10,5,No,3,Center-Left
610,23,Female,5,550,West,9,5,No,4,Center-Left
611,52,Male,3,2100,East,6,4,No,6,Center-Right
612,50,Female,3,1500,West,9,4,No,6,Center-Right
613,49,Female,4,2096,West,4,2,Yes,2,Left
614,61,Male,5,1200,West,9,4,No,6,Center-Right
615,32,Female,5,2375,West,8,4,No,6,Center-Right
616,33,Male,5,1300,East,8,4,No,2,Left
617,38,Female,5,1200,West,8,4,No,2,Left
618,80,Male,2,1200,West,5,4,Yes,6,Center-Right
619,56,Male,5,2125,East,8,3,No,1,Left
620,90,Male,2,1800,East,5,1,No,1,Left
621,38,Male,4,2500,West,10,3,No,5,Center-Right
622,78,Female,2,1300,East,8,3,Yes,1,Left
623,67,Female,5,2400,West,10,4,No,3,Center-Left
624,77,Male,3,1800,West,10,3,No,6,Center-Right
625,64,Male,2,1600,West,7,3,No,6,Center-Right
626,46,Female,3,300,East,8,4,No,1,Left
627,56,Male,3,2125,West,8,3,Yes,6,Center-Right
628,53,Male,3,2625,West,7,4,No,3,Center-Left
629,57,Female,3,3000,West,10,5,No,2,Left
630,28,Male,4,3300,East,8,4,No,6,Center-Right
631,30,Female,3,800,West,6,3,Yes,9,Right
632,57,Male,2,2250,West,9,4,No,2,Left
633,49,Male,3,1300,West,8,2,No,2,Left
634,65,Male,2,1000,East,7,3,No,9,Right
635,50,Male,2,2500,West,7,3,No,4,Center-Left
636,57,Female,2,780,West,8,2,No,3,Center-Left
637,77,Female,2,700,West,8,4,No,6,Center-Right
638,30,Male,3,1600,West,10,5,No,2,Left
639,51,Male,2,720,West,2,1,No,9,Right
640,49,Male,5,4000,West,8,4,No,2,Left
641,45,Male,5,4600,West,7,4,Yes,6,Center-Right
642,52,Male,2,1300,West,3,4,No,6,Center-Right
643,31,Female,3,1400,East,7,4,No,9,Right
644,53,Female,3,450,East,2,1,No,11,Right
645,43,Male,3,1188,East,8,4,No,9,Right
646,64,Male,2,1700,West,8,4,No,3,Center-Left
647,64,Male,5,1900,East,10,5,No,6,Center-Right
648,47,Male,5,4500,West,9,5,No,6,Center-Right
649,29,Male,2,1600,East,8,4,No,11,Right
650,50,Female,3,1313,West,5,3,No,3,Center-Left
651,63,Female,4,2500,West,8,4,No,5,Center-Right
652,24,Female,5,500,West,8,3,No,4,Center-Left
653,75,Male,2,1500,West,8,4,No,6,Center-Right
654,80,Male,5,2000,East,6,3,No,1,Left
655,45,Male,3,688,West,4,2,Yes,3,Center-Left
656,70,Female,2,320,West,8,4,No,6,Center-Right
657,40,Male,5,1840,West,7,4,No,2,Left
658,63,Female,1,220,West,10,3,No,3,Center-Left
659,32,Female,5,3400,West,10,4,Yes,6,Center-Right
660,38,Female,5,1188,East,9,4,No,2,Left
661,25,Male,4,300,West,9,5,No,9,Right
662,49,Female,2,700,West,9,3,No,6,Center-Right
663,76,Male,2,2300,West,9,3,No,6,Center-Right
664,40,Female,5,2000,East,8,4,Yes,2,Left
665,80,Female,3,938,West,10,2,No,6,Center-Right
666,19,Male,4,300,West,7,5,No,3,Center-Left
667,49,Male,3,3300,East,8,4,No,5,Center-Right
668,23,Female,3,1500,West,8,4,No,3,Center-Left
669,52,Female,3,2350,West,9,5,No,3,Center-Left
670,61,Female,3,1063,West,10,4,No,2,Left
671,20,Female,5,720,West,9,5,No,3,Center-Left
672,70,Male,3,615,East,6,2,No,1,Left
673,62,Female,3,900,West,7,4,Yes,6,Center-Right
674,68,Male,3,2400,West,7,3,No,6,Center-Right
675,26,Female,5,1620,West,9,4,No,2,Left
676,62,Female,4,1550,West,7,3,Yes,3,Center-Left
677,56,Male,5,4250,East,9,4,Yes,9,Right
678,40,Female,3,1400,East,6,2,No,1,Left
679,28,Female,5,450,West,8,5,No,3,Center-Left
680,59,Female,3,1650,East,9,4,No,6,Center-Right
681,58,Female,3,1700,East,6,3,No,1,Left
682,76,Male,2,1200,West,9,2,No,5,Center-Right
683,47,Male,5,2125,West,8,3,No,3,Center-Left
684,50,Female,3,1100,West,7,4,No,2,Left
685,48,Male,3,8000,West,9,3,No,3,Center-Left
686,59,Male,5,4100,East,9,3,No,6,Center-Right
687,59,Male,4,5000,West,8,4,No,6,Center-Right
688,62,Female,2,1000,West,9,5,No,6,Center-Right
689,53,Male,5,3000,West,10,2,No,6,Center-Right
690,20,Male,5,500,West,10,5,No,3,Center-Left
691,34,Male,3,3000,East,8,4,No,9,Right
692,53,Male,4,4000,West,7,4,No,6,Center-Right
693,56,Female,3,600,West,9,4,Yes,2,Left
694,59,Male,3,3450,West,9,5,No,3,Center-Left
695,83,Male,3,2200,West,10,4,No,6,Center-Right
696,25,Male,2,1600,West,7,4,No,11,Right
697,38,Male,5,3500,East,9,3,Yes,5,Center-Right
698,86,Female,3,550,West,6,3,No,2,Left
699,45,Male,3,2200,East,9,3,No,6,Center-Right
700,27,Male,3,2000,West,8,5,No,6,Center-Right
701,25,Female,3,1300,West,8,4,No,3,Center-Left
702,78,Male,2,890,East,7,3,No,9,Right
703,42,Female,4,450,West,9,5,No,6,Center-Right
704,58,Male,3,3000,West,9,4,No,6,Center-Right
705,51,Male,4,3200,West,9,5,No,2,Left
706,54,Female,3,1100,West,7,4,No,2,Left
707,63,Female,3,1450,East,9,4,No,6,Center-Right
708,64,Male,5,2600,West,9,5,Yes,5,Center-Right
709,60,Male,3,2600,West,10,4,No,3,Center-Left
710,47,Female,3,3000,West,8,4,No,6,Center-Right
711,66,Male,3,600,East,8,2,No,6,Center-Right
712,80,Male,2,1625,West,10,2,Yes,6,Center-Right
713,57,Female,2,600,West,10,2,No,9,Right
714,69,Male,2,1200,East,8,4,No,6,Center-Right
715,61,Male,3,7500,West,8,4,No,5,Center-Right
716,51,Female,3,2000,East,5,5,Yes,2,Left
717,44,Male,5,3300,West,8,3,No,6,Center-Right
718,65,Male,3,2600,West,8,3,No,5,Center-Right
719,52,Female,4,1100,West,10,4,No,3,Center-Left
720,45,Female,5,1500,West,10,4,No,5,Center-Right
721,80,Female,2,1000,East,9,4,No,6,Center-Right
722,46,Female,4,600,West,5,2,No,3,Center-Left
723,57,Female,3,800,West,8,3,No,6,Center-Right
724,54,Female,3,1200,West,10,5,Yes,2,Left
725,49,Male,3,2000,East,8,4,No,6,Center-Right
726,76,Male,5,6250,West,10,4,Yes,5,Center-Right
727,52,Male,5,7500,West,8,4,No,6,Center-Right
728,23,Male,3,700,West,6,3,No,1,Left
729,66,Male,3,1590,East,7,3,No,9,Right
730,68,Male,5,1900,West,7,4,Yes,3,Center-Left
731,42,Male,5,400,West,8,4,Yes,1,Left
732,72,Male,5,8000,West,9,4,No,9,Right
733,29,Female,5,800,West,10,5,No,2,Left
734,37,Female,5,563,West,7,3,Yes,3,Center-Left
735,38,Female,5,3600,East,8,5,No,6,Center-Right
736,43,Female,5,2000,West,6,3,No,3,Center-Left
737,19,Female,5,700,West,7,5,Yes,1,Left
738,66,Male,5,1200,East,8,3,No,9,Right
739,27,Female,5,2400,East,6,4,No,1,Left
740,35,Female,3,1300,West,8,4,No,2,Left
741,33,Male,3,1220,East,6,3,No,4,Center-Left
742,56,Female,3,1000,East,7,2,No,11,Right
743,34,Female,3,280,East,9,5,No,11,Right
744,53,Male,5,3500,West,8,4,No,6,Center-Right
745,27,Male,4,2000,East,8,3,No,1,Left
746,70,Male,2,2100,West,8,3,No,6,Center-Right
747,68,Male,3,3000,West,7,3,Yes,9,Right
748,35,Male,5,1500,West,7,4,No,1,Left
749,73,Female,3,1000,West,4,1,No,6,Center-Right
750,30,Female,4,1200,West,9,4,No,6,Center-Right
751,21,Male,5,450,West,10,5,No,6,Center-Right
752,36,Female,5,850,East,6,4,Yes,6,Center-Right
753,81,Female,4,2200,West,10,3,No,2,Left
754,68,Female,3,890,West,10,4,Yes,6,Center-Right
755,71,Female,3,1400,West,9,4,No,3,Center-Left
756,86,Female,2,1200,West,8,3,No,6,Center-Right
757,84,Female,2,2000,East,9,3,No,1,Left
758,52,Male,2,4200,West,9,4,No,3,Center-Left
759,53,Male,3,3300,West,9,5,No,6,Center-Right
760,48,Female,5,1500,West,8,3,No,2,Left
761,18,Male,3,480,West,9,5,No,6,Center-Right
762,47,Male,3,2500,West,8,3,No,5,Center-Right
763,70,Male,2,563,West,5,2,No,3,Center-Left
764,50,Female,5,2000,West,8,5,Yes,2,Left
765,90,Female,3,1100,East,10,4,No,3,Center-Left
766,47,Female,3,813,West,9,3,No,2,Left
767,46,Female,5,4300,West,9,4,No,3,Center-Left
768,24,Male,3,1100,East,7,4,No,1,Left
769,48,Male,4,3500,West,8,4,No,9,Right
770,53,Male,3,750,West,5,1,Yes,9,Right
771,45,Male,4,2600,West,8,4,No,2,Left
772,68,Male,2,1800,West,10,4,No,3,Center-Left
773,22,Female,5,750,West,9,4,No,1,Left
774,65,Female,3,813,East,8,3,Yes,6,Center-Right
775,38,Male,3,2250,West,8,3,Yes,5,Center-Right
776,66,Male,2,750,West,5,2,No,5,Center-Right
777,30,Male,4,1650,East,8,4,No,1,Left
778,76,Female,5,1400,East,10,5,Yes,3,Center-Left
779,49,Male,2,1000,West,5,3,No,3,Center-Left
780,24,Female,3,930,East,9,4,No,9,Right
781,50,Male,3,4000,West,10,5,No,6,Center-Right
782,88,Male,2,1875,West,7,2,No,5,Center-Right
783,36,Male,5,2300,East,8,4,No,6,Center-Right
784,51,Male,5,1900,West,5,4,Yes,1,Left
785,19,Male,3,450,West,6,4,No,6,Center-Right
786,44,Female,3,1250,East,8,3,No,1,Left
787,39,Male,3,1438,East,9,4,No,9,Right
788,58,Female,4,3100,West,8,3,No,9,Right
789,60,Female,5,5500,West,10,5,No,2,Left
790,54,Female,2,1438,West,7,4,No,6,Center-Right
791,50,Female,5,5000,West,9,4,No,6,Center-Right
792,24,Male,2,1800,West,7,4,Yes,1,Left
793,61,Male,3,600,West,6,2,No,1,Left
794,58,Male,3,3400,West,9,2,No,5,Center-Right
795,45,Male,5,8750,West,9,5,Yes,6,Center-Right
796,78,Male,2,1000,East,6,3,No,6,Center-Right
797,38,Female,5,900,West,7,3,Yes,2,Left
798,39,Female,5,650,West,9,4,Yes,3,Center-Left
799,68,Male,3,950,East,7,2,Yes,1,Left
800,34,Male,3,2900,West,10,5,Yes,5,Center-Right
801,33,Male,3,1800,East,5,5,No,9,Right
802,61,Female,3,800,East,8,3,Yes,6,Center-Right
803,26,Female,5,2000,West,5,4,Yes,2,Left
804,66,Female,5,1800,East,9,4,No,9,Right
805,29,Female,3,1500,West,10,4,No,6,Center-Right
806,32,Male,5,2450,West,8,4,Yes,3,Center-Left
807,70,Male,2,1100,East,5,3,No,9,Right
808,44,Male,3,2875,West,9,3,No,3,Center-Left
809,82,Male,3,1800,East,8,4,No,1,Left
810,38,Male,3,1350,East,8,4,No,3,Center-Left
811,21,Male,2,1200,West,4,4,No,2,Left
812,48,Male,5,1188,East,3,5,No,6,Center-Right
813,76,Female,3,800,West,10,4,No,6,Center-Right
814,35,Female,2,938,East,8,4,No,3,Center-Left
815,28,Female,4,1625,West,8,5,No,9,Right
816,64,Female,5,3000,West,8,4,No,3,Center-Left
817,24,Female,5,570,East,8,4,No,2,Left
818,26,Female,5,480,West,8,5,Yes,3,Center-Left
819,67,Male,5,7500,West,10,4,No,5,Center-Right
820,88,Female,2,1100,East,10,3,Yes,3,Center-Left
821,78,Male,3,1400,East,8,4,No,3,Center-Left
822,62,Female,3,900,East,9,3,No,3,Center-Left
823,60,Female,5,1900,East,5,2,No,1,Left
824,64,Female,2,700,West,10,4,No,3,Center-Left
825,27,Male,5,3000,East,8,5,No,3,Center-Left
826,75,Female,3,78,West,10,4,No,5,Center-Right
827,53,Female,3,938,East,7,4,No,1,Left
828,53,Female,3,800,West,7,4,Yes,6,Center-Right
829,34,Female,5,2200,West,10,5,Yes,6,Center-Right
830,33,Female,5,2100,West,9,4,No,6,Center-Right
831,42,Female,5,2600,West,8,4,Yes,6,Center-Right
832,54,Male,3,1000,East,3,2,No,3,Center-Left
833,76,Male,2,1188,East,8,2,No,6,Center-Right
834,63,Male,5,3500,East,8,4,No,6,Center-Right
835,51,Male,5,2875,West,4,4,Yes,2,Left
836,44,Female,5,1500,West,8,4,No,2,Left
837,72,Female,5,620,East,7,3,No,6,Center-Right
838,20,Male,3,1625,West,10,5,No,9,Right
839,56,Male,3,2500,West,9,3,No,6,Center-Right
840,43,Female,5,4000,West,8,5,No,6,Center-Right
841,36,Male,3,1800,West,9,5,Yes,6,Center-Right
842,50,Female,3,2400,East,8,4,No,5,Center-Right
843,33,Female,3,770,West,8,4,No,6,Center-Right
844,48,Female,5,1200,West,8,5,No,3,Center-Left
845,35,Female,2,688,West,10,5,No,2,Left
846,58,Male,2,4000,West,8,4,No,3,Center-Left
847,64,Female,2,938,West,7,2,No,3,Center-Left
848,20,Female,2,435,West,5,1,Yes,2,Left
849,60,Female,3,1500,East,9,4,No,3,Center-Left
850,44,Male,2,970,West,7,4,No,2,Left
851,44,Male,2,2000,West,6,3,No,6,Center-Right
852,45,Male,3,1600,West,8,4,No,5,Center-Right
853,65,Female,2,901,West,8,3,No,6,Center-Right
854,37,Female,3,2100,West,7,4,No,5,Center-Right
855,68,Male,2,1200,West,9,4,No,5,Center-Right
856,65,Male,5,650,East,7,3,No,2,Left
857,68,Male,3,1850,West,8,4,No,1,Left
858,36,Male,3,2500,West,4,4,No,9,Right
859,76,Male,3,820,West,4,4,No,6,Center-Right
860,87,Male,5,1000,East,8,4,No,1,Left
861,49,Male,5,4500,West,7,4,No,3,Center-Left
862,47,Male,5,2200,East,9,5,No,9,Right
863,44,Female,2,800,West,10,4,No,3,Center-Left
864,21,Female,5,457,East,10,4,No,6,Center-Right
865,70,Female,4,813,West,9,2,No,6,Center-Right
866,73,Female,2,1000,East,9,4,No,1,Left
867,56,Female,2,1300,West,5,3,No,6,Center-Right
868,77,Male,2,1600,West,8,4,No,5,Center-Right
869,33,Male,5,3000,West,9,4,No,3,Center-Left
870,81,Female,2,800,East,6,4,No,2,Left
871,70,Female,2,1200,West,9,3,No,2,Left
872,53,Male,3,2800,East,9,4,No,2,Left
873,64,Female,3,1100,West,9,3,No,3,Center-Left
874,62,Male,2,2700,West,8,4,No,3,Center-Left
875,44,Female,3,813,West,9,4,No,2,Left
876,69,Male,2,970,West,6,3,No,3,Center-Left
877,54,Female,3,1400,West,6,2,No,5,Center-Right
878,21,Male,5,950,West,9,4,No,6,Center-Right
879,41,Male,3,2375,West,8,4,No,5,Center-Right
880,65,Female,3,2000,West,8,4,No,3,Center-Left
881,47,Male,2,1400,East,6,3,No,9,Right
882,79,Female,3,300,West,8,3,Yes,6,Center-Right
883,61,Male,2,404,West,5,1,No,9,Right
884,47,Male,4,2500,West,7,4,No,9,Right
885,68,Female,2,550,West,10,4,No,5,Center-Right
886,21,Female,3,735,West,9,5,Yes,9,Right
887,48,Female,5,2000,West,8,4,Yes,2,Left
888,44,Female,5,950,West,10,4,No,6,Center-Right
889,59,Male,2,3500,West,10,5,No,3,Center-Left
890,59,Female,3,2125,West,8,3,No,3,Center-Left
891,52,Female,3,2200,West,9,4,No,2,Left
892,44,Male,5,3000,East,10,4,Yes,6,Center-Right
893,62,Male,2,2000,West,10,5,No,5,Center-Right
894,64,Male,5,1100,East,9,4,Yes,9,Right
895,66,Male,5,2500,West,8,4,No,9,Right
896,44,Female,5,3600,West,8,5,Yes,1,Left
897,33,Male,5,3300,West,9,4,No,3,Center-Left
898,77,Male,2,1200,West,8,3,No,5,Center-Right
899,61,Male,2,2500,West,9,2,No,3,Center-Left
900,30,Male,4,1600,West,8,3,Yes,1,Left
901,80,Female,5,920,East,9,4,No,2,Left
902,47,Female,3,1260,West,8,4,No,9,Right
903,22,Male,5,1500,West,10,5,Yes,2,Left
904,37,Male,3,1875,West,8,3,No,6,Center-Right
905,75,Male,3,1700,West,8,4,No,6,Center-Right
906,86,Female,2,1400,East,7,3,No,3,Center-Left
907,37,Male,3,1100,West,8,4,Yes,3,Center-Left
908,41,Female,3,1200,West,9,4,No,3,Center-Left
909,51,Male,3,1438,East,8,4,No,3,Center-Left
910,65,Male,3,2300,West,10,4,Yes,6,Center-Right
911,72,Female,2,880,East,5,3,No,3,Center-Left
912,20,Female,2,300,West,8,4,Yes,3,Center-Left
913,43,Male,5,4100,West,10,4,Yes,6,Center-Right
914,59,Female,5,1800,East,8,3,No,9,Right
915,54,Male,3,2000,East,8,4,No,2,Left
916,64,Male,2,2200,West,9,4,No,2,Left
917,56,Female,4,1500,West,8,4,No,2,Left
918,31,Male,3,1500,West,8,4,No,3,Center-Left
919,32,Female,2,500,West,8,4,No,9,Right
920,45,Male,5,1200,West,4,3,No,3,Center-Left
921,26,Male,5,600,West,6,4,No,5,Center-Right
922,20,Female,5,300,West,9,5,No,6,Center-Right
923,81,Male,1,1600,West,8,4,No,6,Center-Right
924,76,Male,2,1069,East,9,4,No,3,Center-Left
925,18,Male,3,800,West,10,5,No,3,Center-Left
926,28,Female,4,2150,West,9,5,No,3,Center-Left
927,33,Female,3,165,East,6,5,No,2,Left
928,48,Female,3,1400,East,8,4,No,5,Center-Right
929,86,Male,5,1438,West,8,4,Yes,1,Left
930,46,Female,3,1188,West,7,3,No,2,Left
931,55,Female,2,1100,West,9,2,No,1,Left
932,57,Female,3,1800,West,8,3,No,11,Right
933,74,Male,3,1220,East,5,1,No,6,Center-Right
934,19,Female,3,340,West,9,5,No,3,Center-Left
935,32,Female,3,765,West,9,5,No,3,Center-Left
936,81,Male,2,1300,West,10,4,Yes,9,Right
937,57,Male,3,2300,West,9,4,Yes,3,Center-Left
938,20,Male,3,680,East,8,5,No,6,Center-Right
939,25,Female,5,450,East,4,2,Yes,6,Center-Right
940,65,Male,5,2800,West,8,3,Yes,9,Right
941,45,Female,3,1200,West,8,5,No,6,Center-Right
942,44,Male,5,650,West,8,5,No,6,Center-Right
943,60,Male,2,1078,West,3,4,No,9,Right
944,35,Male,3,2200,West,10,5,No,6,Center-Right
945,32,Female,5,4800,West,10,4,No,6,Center-Right
946,65,Female,3,813,West,9,5,No,3,Center-Left
947,56,Male,3,970,East,8,2,No,5,Center-Right
948,85,Female,1,1800,East,7,2,Yes,3,Center-Left
949,70,Female,5,2875,West,9,3,No,6,Center-Right
950,65,Female,4,1300,West,8,3,No,1,Left
951,36,Female,5,2800,West,7,2,Yes,2,Left
952,65,Female,3,430,West,9,3,No,5,Center-Right
953,36,Male,5,3500,West,7,4,Yes,6,Center-Right
954,51,Male,3,2300,East,9,4,No,9,Right
955,77,Female,3,2400,West,8,3,Yes,6,Center-Right
956,60,Male,2,2500,West,10,3,No,3,Center-Left
957,85,Male,1,900,East,7,3,No,6,Center-Right
958,58,Female,3,700,East,7,4,No,1,Left
959,34,Female,5,2125,West,8,5,No,2,Left
960,69,Male,3,3500,West,9,3,No,6,Center-Right
961,48,Female,5,450,West,8,5,Yes,6,Center-Right
962,63,Male,3,3000,West,10,3,No,3,Center-Left
963,62,Male,3,1000,East,10,3,No,9,Right
964,56,Male,2,5000,West,10,4,No,6,Center-Right
965,56,Female,3,1700,East,5,4,No,1,Left
966,66,Male,5,1600,West,8,4,No,3,Center-Left
967,67,Female,5,813,East,7,4,No,6,Center-Right
968,81,Female,2,1500,West,4,1,No,6,Center-Right
969,78,Female,3,1200,West,8,3,No,6,Center-Right
970,65,Male,3,528,East,8,3,No,6,Center-Right
971,70,Female,2,800,West,8,4,No,6,Center-Right
972,42,Female,5,1900,West,7,4,No,3,Center-Left
973,79,Male,2,1800,East,8,3,No,6,Center-Right
974,47,Female,3,1188,East,5,3,No,3,Center-Left
975,66,Female,3,1200,West,8,3,No,5,Center-Right
976,88,Female,3,2500,East,6,2,No,1,Left
977,66,Male,4,1300,East,9,4,No,1,Left
978,84,Female,1,2000,West,10,3,No,3,Center-Left
979,36,Male,5,2000,East,7,4,No,9,Right
980,76,Male,2,1340,West,9,4,No,9,Right
981,82,Female,2,997,East,7,3,No,3,Center-Left
982,82,Male,5,2000,West,9,4,No,2,Left
983,35,Male,2,2000,West,7,3,No,6,Center-Right
984,55,Female,3,1188,West,10,3,No,6,Center-Right
985,55,Male,2,2600,West,9,3,No,2,Left
986,41,Male,3,1500,West,10,4,No,6,Center-Right
987,37,Female,2,900,West,10,4,No,2,Left
988,76,Male,2,900,East,8,2,No,6,Center-Right
989,63,Male,2,2000,West,7,3,No,6,Center-Right
990,51,Male,3,1400,East,5,4,No,9,Right
991,69,Male,5,2125,East,8,5,No,6,Center-Right
992,52,Male,2,2000,West,10,4,No,5,Center-Right
993,67,Female,3,850,West,10,5,No,6,Center-Right
994,25,Female,5,1600,West,8,5,No,6,Center-Right
995,34,Female,3,1900,West,8,4,No,2,Left
996,51,Male,3,1100,East,8,4,No,9,Right
997,65,Male,2,1800,West,9,4,No,2,Left
998,42,Male,5,4000,West,8,4,No,3,Center-Left
999,57,Male,3,136,West,1,1,Yes,9,Right
1000,43,Female,5,1600,West,8,4,No,6,Center-Right
1001,75,Female,3,1200,West,7,2,No,3,Center-Left
1002,35,Male,4,1000,West,9,4,No,1,Left
1003,33,Female,5,3000,East,8,4,Yes,6,Center-Right
1004,73,Female,3,955,East,5,1,No,6,Center-Right
1005,62,Female,3,1300,East,8,5,No,6,Center-Right
1006,33,Male,5,600,West,7,5,Yes,6,Center-Right
1007,34,Male,5,1800,West,9,4,No,1,Left
1008,52,Female,3,950,East,5,3,No,9,Right
1009,66,Male,3,500,East,7,3,No,2,Left
1010,46,Male,5,3500,East,8,5,No,6,Center-Right
1011,32,Male,3,3500,West,7,4,No,1,Left
1012,28,Female,5,600,West,7,4,No,3,Center-Left
1013,67,Male,5,2400,West,8,4,Yes,6,Center-Right
1014,26,Male,3,2000,West,8,4,Yes,1,Left
1015,57,Male,3,3500,West,8,4,No,6,Center-Right
1016,49,Female,3,1400,West,9,4,No,6,Center-Right
1017,62,Female,2,950,West,5,1,No,2,Left
1018,78,Male,2,3000,West,8,3,No,6,Center-Right
1019,67,Female,3,950,East,9,4,No,3,Center-Left
1020,81,Male,3,3000,West,8,4,No,6,Center-Right
1021,20,Male,5,300,West,9,5,No,3,Center-Left
1022,48,Female,5,2850,West,9,5,No,6,Center-Right
1023,38,Male,2,2300,West,10,2,Yes,2,Left
1024,80,Female,5,2000,West,10,2,Yes,3,Center-Left
1025,21,Female,2,1100,West,8,3,No,3,Center-Left
1026,39,Female,3,850,West,10,5,No,2,Left
1027,59,Male,5,3750,West,9,4,No,6,Center-Right
1028,36,Female,5,1000,West,10,5,Yes,2,Left
1029,45,Male,5,2000,West,7,3,No,1,Left
1030,38,Male,3,5000,West,10,4,No,6,Center-Right
1031,36,Male,2,2000,West,9,5,No,3,Center-Left
1032,47,Female,3,1000,West,7,4,No,2,Left
